body,tags
"<p>From ""Lecture Notes in Computer Science"" by Christoph M. Hoffmann ,</p>

<blockquote>
  <p>Assume that both $X$ and $X'$ have $n$ vertices. We plan to code the
  graph labels as suitable subgraphs which we attach to the vertices of
  $X$ and of $X'$. In time polynomial in the length of the input we can rename 
  the labels and may assume, therefore, that $L = \{1 ..... k\}$ is
  the set of labels assigned by $\lambda$ and $\mu$. <strong>Note that $k\leq2n$</strong> .We describe
  how to construct $Z$ from $(X,\lambda)$. The construction of
  $Z'$ is done in the same way. Let $X = (V,E), V = \{v_1..... v_n\}$.
  Intuitively, we obtain $Z$ from $X$ by attaching to each vertex $v_i$ a
  complete graph with $n + r$ vertices, where $\lambda (v_i) = r$. <strong>Note that $r\leq2n$.</strong>
  The vertices of the attached complete graph will be, for $v_i$, $\{v_{(i,1)},..... v_{(i,n+r)} \}$
   The subgraph is atached to $v_i$ by an edge $(v_i, v_{i,1})$.</p>
  
  <p>It is easy to see that $(X,\lambda)$ is
  isomorphic to $(X,\mu)$ iff $Z$ is isomorphic to $Z'$. <strong>Since there are at most</strong>
  <strong>$2n$ distinct labels</strong>, the graphs $Z$ and $Z'$ have no more than
  $2n^2+n$ vortices each and can thus be constructed in
  polynomial time.</p>
</blockquote>

<p>the definition of graph label is given as-</p>

<blockquote>
  <p>Let $X = (V,E)$ be a graph, $\lambda$ is  a mapping from $V$ onto a set $L = \{ l_1,...l_k\}$.
   Then the pair  $(X,\lambda)$ is a labelled graph.</p>
</blockquote>

<p>Question 1: Why $k\leq 2n$ which implies $r\leq2n$?   It seems that it should be $k\leq n$ since <a href=""https://en.wikipedia.org/wiki/Graph_labeling"" rel=""nofollow"">the passage of wikipedia here</a> tells</p>

<blockquote>
  <p>When used without qualification, the term labeled graph generally
  refers to a vertex-labeled graph with all labels distinct. Such a
  graph may equivalently be labeled by the consecutive integers $\{1, …,
&gt; |E |\}$, where $|E |$ is the number of vertices in the graph.</p>
</blockquote>

<p><strong>Question 2:</strong>  What is the explanation of -</p>

<blockquote>
  <p>Since there are at most
  $2n$ distinct labels, the graphs $Z$ and $Z'$ have no more than
  $2n^2+n$ vortices each and can thus be constructed in</p>
</blockquote>

<p>Thanks in advance.</p>
","<graph-theory><coloring><graph-isomorphism>"
"<p>I've been reading up on <a href=""http://en.wikipedia.org/wiki/Cycle_graph_%28algebra%29"" rel=""nofollow"">cycle graphs</a>, and the different and unique structures that groups produce really interest me. My question is, what is the requirements for a graph to be the cycle graph of a group?</p>

<p>For example, the graph on the left is not the cycle graph of a group, and the graph on the right is the cycle graph of $S_3$:</p>

<pre><code>    o       o  o  o
    |        \ | /
    e          e
   / \        / \ 
  o - o      o - o
</code></pre>

<p>By hand I know how I could tediously prove that the graph on the right isn't a cycle graph by showing that is doesn't have closure. The proof would go somehting along the lines of:</p>

<p>From the graph, we know that the group has four elements. We'll call them $e$ (identity), $b$ (element at the top), $a$ and $a^2$ (elements in the cycle at the bottom).</p>

<p>We now prove that $ab$ cannot be in the group by trying all the possibilities and come to contradictions in each case:
$$ab=e \implies b=a^2$$
$$ab=a \implies b=e$$
$$ab=a^2 \implies b=a$$
$$ab=b \implies a=e$$</p>

<p>and since each element is unique, none of these statements can be true.</p>

<p>This method works for this graph, however I run into trouble with more complicated graphs, and I am just wondering if there is an easier way of doing this or if there is a certain criteria for a graph to be a cycle graph of a group.</p>
","<group-theory><graph-theory>"
"<p>I am struggling with this problem for hours but it seems to be easy. Here is the problem:</p>

<p>Proof that every vertex $v$ in 2-connected graph $G$ has neighbour $u$ such that $G - v - u$ is connected.</p>

<p>Any help is highly appreciated! I think that I might be missing a trivial solution here =(</p>

<p>EDIT:
So far, I tried to create an incremental process that will yield an appropriate neighbour for selected vertex $v$. So, one can remove $v$ and any $v$'s neighbour $u$ from $G$. The resulting graph can be connected or not. If it is connected, then we have found our neighbour and can stop the process. Otherwise, Graph $G$ is spliced into several components. It is clear that in each component should be at least one neighbour of $v$ as $G$ is 2-connected. I think that on this step I should choose one of these neighbours and remove it instead of initial $u$. But I cannot find the proof that it will not lead to another cut of the graph.</p>
","<graph-theory>"
"<p>In Paul Erdős and Rényi's 1959 paper <em><a href=""http://www.renyi.hu/~p_erdos/1959-11.pdf"" rel=""nofollow"">On Random Graphs I</a></em>, they describe the number of edges in a random graph by the function</p>

<blockquote>
  <p>(1) Nc = [1/2 * nlogn + cn]</p>
</blockquote>

<p>where <em>n</em> is the number of nodes in the graph, <em>c</em> is ""an arbitrary fixed real number"" and [x] denotes the integer part of x. They go on to use a number of graphs of the form G(n, Nc), where G(n, Nc) denotes a random graph with <em>n</em> nodes and <em>Nc</em> edges.</p>

<p>Nc appears to be an arbitrary (?) function to return a number of edges based on some <em>c</em> and <em>n</em>, but I don't understand how <em>c</em> is selected or why the function is relevant. When the authors discuss graphs of the type G(n, Nc), is there any special property besides the graph just having some arbitrary number of edges? I.e, could I replace Nc with some function for a random number of edges between 0 and the maximum possible edges for the graph with the same results?</p>
","<graph-theory><discrete-mathematics>"
"<p>Let $\textbf{Grph}$ be the category whose objects are graphs $G = (V,E)$ such that $V$ is a set and $E \subseteq \mathcal{P}_2(V) := \{\{a,b\} \subseteq V: a\neq b\}$. We sometimes write $E(G)$ for $E$. The morphisms are maps $f:G\to H$ such that whenever $\{v,w\}\in E(G)$ then $\{f(v),f(w)\}\in E(H)$.</p>

<p>How can regular epimorphisms in $\textbf{Grph}$ be characterized?</p>
","<graph-theory><category-theory>"
"<p>I'm trying to figure out a way to detect highly popular (very high in-degree) nodes in a <strong>directed*</strong> graph (its an unstructured p2p network), without using the global knowledge of the topology. Each node has its own neighbor list and a regular node has access to its neighbors' neighbor lists as well. A node should be able to check its neighbor list and figure out which one of its neighbors has the highest in-degree.</p>

<ul>
<li>if node a has node b in its neighbor list:  a ---> b</li>
</ul>

<p><strong>Edit: Makes more sense to ask how to find the local sink of a directed graph, using the above mentioned info</strong></p>
","<graph-theory>"
"<blockquote>
  <p>If $k$ is an integer such that $\operatorname{rad}G\le k\le\operatorname{diam}G$, then show that there is a vertex $w$ such that $e(w)=k$.</p>
</blockquote>

<p>For a connected graph $G$ , we define the distance $d(u,v)$ between two vertices $u$ and $v$ as the minimum of the lengths of the $u-v$ paths of G.</p>

<p>The eccentricity $ e(v)$ of a vertex $v$ of a connected graph $G$ is the number $\max_{u \in V}(d(u,v))$. that is ,$e(v)$ is the distance between $v$ and a vertex furthest from $v$.</p>

<p>The <strong>radius</strong> $\operatorname{rad}G$ of $G$ is the minimum eccentricity among the vertices of $G$ ,</p>

<p>while the <strong>diameter</strong> $\operatorname{diam} G$ is greatest distance between any two vertices of $G$.</p>

<p>In other words:<br>
$\operatorname{diam} G=\max_{u \in V}(e(v))$
and</p>

<p>$\operatorname{rad}G=\min_{ v \in V}(e(v))$ </p>

<p>and
$e(v)=\max_{u \in V}(d(u,v))$.</p>

<p>Reference: <a href=""http://gen.lib.rus.ec/book/index.php?md5=CCE6AA121C9935E19EC651802ADF7B09"" rel=""nofollow"">Original Book, <em>Graphs and Digraphs</em> By Chartrand, page 24</a></p>
","<graph-theory>"
"<p>Among all $5-regular$ graphs, let $s$ be the smallest chromatic number, and $t$ be the largest chromatic number . For each integer $k$ such that $s \leq k \leq t$, show that there exist a $5-regular$ graph $G_k$ such that $\chi(G_k)=k$</p>

<p>For this problem, the book say $s=2$ and $t=6$. It's easy to see that </p>

<p>$$\chi(G_k) \leq 1+ \Delta(G)$$$</p>

<p>Since this is a $5-regular$, $\Delta(G)=5$, so $\chi(G_k)=k\leq 6$. However, I can't see why $s=2$.</p>

<p>I know that $\chi(G) \geq \omega(G)$ for every graph $G$, but there nothing guarantee that the largest complete subgraph of $G$ has order $2$</p>
","<graph-theory>"
"<p>I was studying graph theory in Bollobas book's and I found a result given without proof that I wasn't able to understand. Here is my problem:
""Le G be an eulerian graph, then its planar dual is a bipartite graph"". Can anyone explain me why it is true.
Thanks in advance for the help.</p>
","<graph-theory><eulerian-path>"
"<p>I am interested in exhaustively rendering quartic (4-regular) simple graphs of increasing order and bi-colored black and white such that the closed neighborhood of each vertex contains an even number of black vertices. Here, the closed neighborhood of a vertex is defined as the vertex itself plus its adjacent vertices. </p>

<p>A non-trivial (not 'all white') example is provided by the quartic graph of order five ($K_5$, the complete graph with 5 vertices) with two or four vertices colored black and the remaining ones colored white. </p>

<p>How to generate non-trivial graphs of higher order? Can this be done exhaustively?</p>
","<graph-theory>"
"<p>I really don't understand this definition from <a href=""http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.69.3223"" rel=""nofollow"">this</a> paper which is: </p>

<p>$A-bridge$: if $A \subseteq V(G)$, then an $A-bridge$ of $G$ is either an edge joining two vertices of $A$ or an edge-maximal sub-graph $H$ of $G$ that does not contain an edge between two vertices of $H$ and such that there is a path between any two vertices of $H$ with all its inner vertices distinct from the vertices of A.</p>

<p>Another thing to add is,that all the graphs in this paper are series parallel graphs.</p>

<p>It would be great to clarify this definition with some pictures or reference to some good sources!</p>
","<graph-theory><planar-graph>"
"<p>Let $G$ be a <a href=""http://en.wikipedia.org/wiki/Directed_graph"" rel=""nofollow"">directed graph</a> and $A$ the corresponding <a href=""http://en.wikipedia.org/wiki/Adjacency_matrix"" rel=""nofollow"">adjacency matrix</a>. I'll denote with $\rho$ the <a href=""http://en.wikipedia.org/wiki/Adjacency_matrix"" rel=""nofollow"">spectral radius</a>, and with $I$ the <a href=""http://en.wikipedia.org/wiki/Identity_matrix"" rel=""nofollow"">identity matrix</a>.</p>

<p>What can we say about $G$ when the spectral radius of $A$ is less then $1$? Is there eny graph property what show us that fact? More general which is equivalent to it?</p>

<p>I know that this is spectral graph theory topic, but I'm not an expert in this field. I know that classic result, that $[A^k]_{ij}$ shows the $k$ length walks from $i$ to $j$, and when $\rho(A) &lt; 1$, then exist $(I-A)^{-1}$, and the <a href=""http://en.wikipedia.org/wiki/Neumann_series"" rel=""nofollow"">Neumann-series</a> of $A$ converges to it. Furthermore because $A$ is nonnegative $\rho(A)=\lambda_{\max}$ without abolute value, and $(I-A)^{-1}$ is also nonnegative. That's all I know. Is there any result, that say some graph property which is equivalent to $\rho(A)&lt;1\,$?</p>
","<linear-algebra><matrices><graph-theory><eigenvalues-eigenvectors><spectral-graph-theory>"
